date,season,competition,home_team,away_team,home_score,away_score,scoring_team,player_name,player_team,event_type,minute,source_provider,source_url,confirmation_url,last_verified_at,note
2008-09-16,2008/09,Serie B,Sassuolo,Pisa,3,1,Sassuolo,Patrice Feussi,Pisa,opponent_own_goal,81',calcio-seriea.net,http://calcio-seriea.net/gol_segnati/2008/3079/,https://www.transfermarkt.it/us-sassuolo_ac-pisa-1909/index/spielbericht/924235,2026-08-10,Historical goal archive classifies the third Sassuolo goal as an own goal. Kept outside Sassuolo player goal totals.
