external_key,date,season,competition,round,home_team,away_team,home_score,away_score,halftime_score,scorers,cards,stadium,attendance,referee,corners_home,corners_away,completeness_level,source_provider,source_url,last_verified_at
serie-b-playoff-2011-12|2012-05-30|Sampdoria|Sassuolo,2012-05-30T18:30:00+02:00,2011/12,Serie B playoff,Semifinale andata,Sampdoria,Sassuolo,2,1,1-1,"Nicola Pozzi aut. 35' (Sassuolo); Éder 45+1' (Sampdoria); Nicola Pozzi 55' (Sampdoria)","Éder (Sampdoria); Ângelo da Costa (Sampdoria); Gianluca Sansone (Sassuolo); Daniele Gastaldello (Sampdoria); Nicola Pozzi (Sampdoria); Gennaro Troianiello (Sassuolo); Pasquale Foggia (Sampdoria); Alberto Pomini (Sassuolo)",Stadio Luigi Ferraris,20455,Emilio Ostinelli,,,STANDARD,"U.C. Sampdoria + La Samp + ESPN + Sassuolo Calcio",https://www.sampdoria.it/news/archivio/2012/05/30/eder-e-pozzi-micidiali-il-sassuolo-va-ko-nella-ripresa/,2026-08-12
serie-b-playoff-2011-12|2012-06-02|Sassuolo|Sampdoria,2012-06-02T21:00:00+02:00,2011/12,Serie B playoff,Semifinale ritorno,Sassuolo,Sampdoria,1,1,0-1,"Nicola Pozzi rig. 8' (Sampdoria); Carl Valeri 62' (Sassuolo)","Marcello Gazzola (Sassuolo); Renan (Sampdoria); Marco Piccioni (Sassuolo); Marco Piccioni espulso 90+4' (Sassuolo)",Stadio Alberto Braglia,9200,Dino Tommasi,,,STANDARD,"U.C. Sampdoria + la Repubblica + Sassuolo 2000 + Sassuolo Calcio",https://www.sampdoria.it/news/archivio/2012/06/02/a-pozzi-risponde-valeri-l11-vale-la-finale-col-varese/,2026-08-12
