external_key,date,season,competition,round,home_team,away_team,home_score,away_score,halftime_score,scorers,cards,stadium,attendance,referee,corners_home,corners_away,completeness_level,source_provider,source_url,last_verified_at
coppa-italia-2015-16|2015-08-15|Sassuolo|Modena,2015-08-15T20:30:00+02:00,2015/16,Coppa Italia,Terzo turno,Sassuolo,Modena,2,0,0-0,"Diego Falcinelli 53' (Sassuolo); Antonio Floro Flores 67' (Sassuolo)","Domenico Berardi (Sassuolo); Pablo Granoche (Modena)",Mapei Stadium - Città del Tricolore,2329,Giampaolo Calvarese,,,STANDARD,"FBref + Sassuolo 2000 + Gazzetta di Modena + Transfermarkt",https://www.sassuolo2000.it/2015/08/15/calcio-sassuolo-modena-2-0/,2026-08-12
coppa-italia-2015-16|2015-12-03|Sassuolo|Cagliari,2015-12-03T21:00:00+01:00,2015/16,Coppa Italia,Quarto turno,Sassuolo,Cagliari,0,1,0-1,"Marco Sau 36' (Cagliari)","Marco Sau (Cagliari); Alessio Cragno (Cagliari); Matteo Politano (Sassuolo); Simone Benedetti (Cagliari); Santiago Colombatto (Cagliari)",Mapei Stadium - Città del Tricolore,2071,Claudio Gavillucci,,,STANDARD,"Sassuolo 2000 + Rai News + La Gazzetta dello Sport + FBref + Transfermarkt",https://www.sassuolo2000.it/2015/12/03/coppa-italia-sassuolo-cagliari-0-1/,2026-08-12
