provider_player_id,provider_player_name,reep_id,reep_name,date_of_birth,key_sofascore,key_api_football,local_player_id,local_player_name,status,confidence,source_url,last_verified_at
263803,Timothy Castagne,reep_p7eb9b15b,Timothy Castagne,1995-12-05,329417,,,,local_missing,unresolved,https://github.com/withqwerty/reep,2026-08-13
14903,Tomás Eduardo Rincón Hernández,reep_p99110801,Tomás Rincón,1988-01-13,46798,2452,,,local_missing,unresolved,https://github.com/withqwerty/reep,2026-08-13
70161,Tommaso Berni,reep_pb62af60f,Tommaso Berni,1983-03-06,18186,,,,local_missing,unresolved,https://github.com/withqwerty/reep,2026-08-13
149076,Valentin Eysseric,reep_p39ad170b,Valentin Eysseric,1992-03-25,139798,21096,,,local_missing,unresolved,https://github.com/withqwerty/reep,2026-08-13
20446,Valerio Verre,reep_p0b544c4b,Valerio Verre,1994-01-11,139267,31403,,,local_missing,unresolved,https://github.com/withqwerty/reep,2026-08-13
20938,Valon Behrami,reep_pcff4618c,Valon Behrami,1985-04-19,11654,30805,,,local_missing,unresolved,https://github.com/withqwerty/reep,2026-08-13
21291,Valter Birsa,reep_pc507ba32,Valter Birsa,1986-08-07,15635,,,,local_missing,unresolved,https://github.com/withqwerty/reep,2026-08-13
283062,Vanja Milinković-Savić,reep_p06339df3,Vanja Milinković-Savić,1997-02-20,356160,31156,,,local_missing,unresolved,https://github.com/withqwerty/reep,2026-08-13
21004,Vasco Regini,reep_pdcbd5875,Vasco Regini,1990-09-09,,30860,,,local_missing,unresolved,https://github.com/withqwerty/reep,2026-08-13
92908,Vassilis Torosidis,,,,,,,,reep_missing,unresolved,https://github.com/withqwerty/reep,2026-08-13
22552,Vid Belec,reep_pd78e04c4,Vid Belec,1990-06-06,106713,30442,,,local_missing,unresolved,https://github.com/withqwerty/reep,2026-08-13
22313,Vincent Laurini,reep_pae059f39,Vincent Laurini,1989-06-10,,30400,,,local_missing,unresolved,https://github.com/withqwerty/reep,2026-08-13
44510,Vitor Hugo Franchescoli de Souza,reep_pb6bfc313,Vitor Hugo Franchescoli de Souza,1991-05-20,794838,30398,,,local_missing,unresolved,https://github.com/withqwerty/reep,2026-08-13
239295,Vittorio Parigini,reep_pbf3cdb02,Vittorio Parigini,1996-03-25,,30508,,,local_missing,unresolved,https://github.com/withqwerty/reep,2026-08-13
83575,Vlad Iulian Chiricheș,reep_p010e97e2,Vlad Chiricheș,1989-11-14,69295,315,3368,Vlad Chiricheș,unique_name_match,reviewed_exact_name,https://github.com/withqwerty/reep,2026-08-13
260250,Wallace Fortuna dos Santos,reep_pe06a8c08,Wallace Fortuna dos Santos,1994-10-14,800407,1840,,,local_missing,unresolved,https://github.com/withqwerty/reep,2026-08-13
7849,Wojciech  Szczęsny,reep_pe95c38a8,Wojciech Szczęsny,1990-04-18,50490,851,,,local_missing,unresolved,https://github.com/withqwerty/reep,2026-08-13
352993,Yann Karamoh,reep_p8f98d5d6,Yann Karamoh,1998-07-08,802149,1278,,,local_missing,unresolved,https://github.com/withqwerty/reep,2026-08-13
220341,Yussif Raman Chibsah,reep_p4dc4a55f,Raman Chibsah,1993-03-10,260065,31082,373,Raman Chibsah,unique_name_match,reviewed_exact_name,https://github.com/withqwerty/reep,2026-08-13
20517,Yuto Nagatomo,reep_p97fb302b,Yūto Nagatomo,1986-09-12,34639,440,,,local_missing,unresolved,https://github.com/withqwerty/reep,2026-08-13
288423,Zinédine Machach,reep_p642418f1,Zinédine Machach,1996-01-05,,30993,,,local_missing,unresolved,https://github.com/withqwerty/reep,2026-08-13
