date,season,competition,home_team,away_team,home_score,away_score,scoring_team,player_name,event_type,minute,source_provider,source_url,confirmation_url,last_verified_at,note
2010-01-30,2009/10,Serie B,Sassuolo,Salernitana,3,2,Sassuolo,Iacopo Balestri,opponent_own_goal,36',Lega Serie B archived match report,https://web.archive.org/web/20140117003534/http://www.legaserieb.it:80/it/serie-b/campionato/matchreport/-/match-report/Sassuolo-Salernitana/24231,https://it.wikipedia.org/wiki/Unione_Sportiva_Sassuolo_Calcio_2009-2010,2026-08-10,Balestri was a Salernitana player; the archived league report lists his own goal among the Sassuolo goals.
