date,season,competition,home_team,away_team,home_score,away_score,scoring_team,player_name,event_type,minute,source_provider,source_url,last_verified_at,note
2011-04-16,2010/11,Serie B,Sassuolo,Varese,1,1,Sassuolo,Claiton dos Santos,opponent_own_goal,90',VareseNews,https://www.varesenews.it/2011/04/sassuolo-varese-in-diretta-1-1/120259/,2026-08-10,"Contemporary match report: Varese defender Dos Santos scored at 75 minutes, then the Sassuolo equaliser was his own goal at 90 minutes. The article also spells the name Clayton."
