season,competition,final_position,matches,wins,draws,losses,goals_for,goals_against,points,manager,top_scorer,top_assists,home_record,away_record,source_provider,source_url
2025/26,Serie A,11,38,14,7,17,46,50,49,Fabio Grosso,Andrea Pinamonti (9),Armand Lauriente (9),9-2-8,5-5-9,FBref + U.S. Sassuolo Calcio,https://fbref.com/en/squads/e2befd26/2025-2026/Sassuolo-Stats
